id_cliente	frequencia_compra_ano	ticket_medio_historico	tempo_relacionamento_meses	recencia_dias	nro_categorias_compradas	categoria_preferida	canal_aquisicao	usa_aplicativo	idade	regiao	assinante_newsletter	genero	dispositivo_acesso	valor_total_gasto
E000505	2	81.72	3	90	2	beleza	paga_facebook	sim	23	Sudeste	nao	feminino	mobile	126.93
E000506	2	65.14	19	120	2	beleza	organica	sim	49	Sudeste	nao	masculino	tablet	256.05
E000507	16	122.14	14	188	7	eletronicos	organica	nao	38	Sudeste	sim	feminino	mobile	3266.02
E000508	1	68.01	63	221	1	moda	organica	sim	25	Sudeste	sim	feminino	mobile	411.68
E000509	7	139.88	13	172	3	esporte	organica	nao	35	Sudeste	sim	feminino	desktop	1507.76
E000510	5	69.53	12	283	2	livros	paga_google	sim	47	Nordeste	nao	masculino	desktop	188.38
E000511	8	89.09	11	105	8	beleza	paga_facebook	sim	51	Norte	sim	masculino	tablet	740.56
E000512	2	146.43	22	340	2	infantil	email_marketing	sim	36	Sudeste	sim	masculino	tablet	514.16
E000513	8	167.87	32	183	2	alimentos_bebidas	paga_google	nao	35	Norte	nao	masculino	desktop	2338.92
E000514	4	111.77	12	63	1	infantil	organica	nao	44	Sudeste	nao	masculino	mobile	498.1
E000515	8	99.82	13	113	7	moda	organica	nao	47	Sudeste	nao	feminino	mobile	969.88
E000516	10	200.12	13	63	5	eletronicos	email_marketing	nao	48	Sudeste	sim	masculino	tablet	3576.95
E000517	10	97.89	26	86	3	moda	organica	sim	37	Sul	nao	feminino	mobile	2884.64
E000518	3	79	56	135	1	alimentos_bebidas	organica	sim	40	Norte	nao	masculino	mobile	869.43
E000519	6	159.91	16	120	3	casa_decoracao	organica	sim	46	Sul	sim	feminino	mobile	2124.82
E000520	4	83.33	36	322	1	casa_decoracao	paga_facebook	nao	37	Nordeste	nao	feminino	mobile	633.08
E000521	4	103.23	6	178	3	beleza	paga_facebook	nao	49	Nordeste	nao	feminino	desktop	148.07
E000522	7	90.72	12	206	1	eletronicos	paga_google	sim	37	Sul	nao	feminino	desktop	783.28
E000523	1	68.04	22	195	1	alimentos_bebidas	paga_facebook	nao	46	Norte	nao	feminino	desktop	75.49
E000524	4	60.02	28	246	3	beleza	parceria	nao	38	Nordeste	sim	masculino	desktop	395.27
E000525	5	261.94	19	86	5	eletronicos	paga_facebook	sim	34	Centro-Oeste	sim	masculino	desktop	3663.72
E000526	6	107.48	25	113	2	moda	paga_facebook	sim	34	Sudeste	nao	feminino	desktop	1939.93
E000527	3	67.62	11	108	3	alimentos_bebidas	parceria	sim	53	Sul	sim	masculino	tablet	210.88
E000528	6	102.34	6	172	2	infantil	organica	nao	27	Sudeste	nao	feminino	desktop	281.15
E000529	1	46.16	25	72	1	infantil	organica	nao	37	Sudeste	nao	feminino	desktop	100.09
E000530	7	240.16	11	143	5	eletronicos	email_marketing	sim	18	Nordeste	nao	feminino	mobile	2343.65
E000531	9	106.22	6	180	3	alimentos_bebidas	organica	sim	18	Centro-Oeste	nao	feminino	mobile	340.23
E000532	7	62.3	3	86	6	esporte	paga_facebook	nao	18	Sudeste	sim	masculino	mobile	174.2
E000533	2	62.19	12	157	2	livros	paga_facebook	nao	48	Sul	sim	masculino	desktop	91.14
E000534	9	179.64	23	63	4	eletronicos	parceria	sim	58	Sul	nao	feminino	tablet	5509.01
E000535	10	136.28	9	120	2	casa_decoracao	paga_facebook	nao	28	Nordeste	sim	masculino	mobile	1330.89
E000536	6	225.85	38	434	3	eletronicos	organica	sim	45	Centro-Oeste	sim	masculino	mobile	3516.61
E000537	6	48.17	33	135	5	livros	paga_google	nao	26	Nordeste	nao	masculino	mobile	414.99
E000538	9	198.41	8	55	5	moda	paga_facebook	nao	34	Sudeste	sim	masculino	desktop	1635.2
E000539	6	70.45	20	382	1	livros	paga_google	sim	20	Sudeste	nao	masculino	mobile	312.14
E000540	12	100.61	12	214	1	alimentos_bebidas	paga_google	sim	31	Norte	nao	feminino	desktop	816.32
E000541	3	231.4	16	31	3	casa_decoracao	organica	nao	30	Sul	nao	feminino	tablet	1245.17
E000542	6	164.33	33	226	3	moda	email_marketing	sim	54	Sudeste	sim	masculino	desktop	3105.27
E000543	6	109.95	3	55	2	moda	organica	sim	27	Centro-Oeste	nao	feminino	desktop	284.91
E000544	12	101.4	34	108	3	moda	organica	nao	18	Sudeste	sim	masculino	mobile	3647.93
E000545	5	60.44	15	262	5	alimentos_bebidas	paga_facebook	nao	34	Norte	nao	feminino	desktop	178.71
E000546	3	57.29	31	293	2	livros	paga_google	nao	33	Sul	nao	masculino	desktop	243.21
E000547	7	139.35	48	90	1	alimentos_bebidas	email_marketing	sim	53	Centro-Oeste	sim	feminino	tablet	4344.22
E000548	12	128.93	49	138	3	esporte	parceria	sim	29	Centro-Oeste	sim	masculino	mobile	9891.49
E000549	4	84.86	27	620	1	moda	paga_facebook	nao	57	Sul	nao	masculino	desktop	331.31
E000550	7	171.71	25	55	4	moda	paga_google	sim	18	Sudeste	sim	masculino	mobile	4640.82
E000551	3	106.22	21	294	3	eletronicos	email_marketing	sim	35	Sudeste	sim	masculino	mobile	758.47
E000552	2	117.11	27	12	1	eletronicos	organica	sim	32	Sudeste	nao	feminino	desktop	998.89
E000553	2	45	13	55	1	alimentos_bebidas	paga_google	nao	45	Norte	nao	masculino	desktop	62.12
E000554	5	210.72	19	45	1	eletronicos	email_marketing	sim	31	Norte	sim	feminino	mobile	3062.51
E000555	4	165.42	26	621	2	beleza	paga_google	sim	26	Sudeste	nao	masculino	mobile	917.06
E000556	5	118.77	61	55	3	beleza	email_marketing	nao	18	Sudeste	nao	masculino	mobile	3750.15
E000557	6	70.06	21	169	2	infantil	organica	nao	26	Sudeste	sim	masculino	mobile	748.07
E000558	6	101.88	39	45	6	eletronicos	organica	nao	53	Centro-Oeste	sim	feminino	mobile	3057.52
E000559	8	81.15	29	143	1	alimentos_bebidas	paga_google	sim	51	Nordeste	nao	feminino	tablet	1270.51
E000560	4	86.48	16	202	2	moda	paga_facebook	nao	52	Sudeste	sim	feminino	desktop	443.79
E000561	11	57.87	20	169	6	alimentos_bebidas	parceria	sim	34	Norte	nao	masculino	mobile	769.56
E000562	3	88.95	17	276	3	eletronicos	organica	sim	45	Sudeste	nao	masculino	mobile	462.34
E000563	1	89.23	23	162	1	alimentos_bebidas	paga_google	nao	43	Sul	nao	masculino	desktop	115.42
E000564	12	208.75	36	114	3	eletronicos	paga_facebook	sim	53	Sudeste	sim	masculino	desktop	14935.78
E000565	2	47.68	44	81	1	beleza	organica	nao	24	Sudeste	sim	feminino	mobile	383.18
E000566	1	85.5	58	437	1	beleza	organica	sim	23	Sudeste	nao	masculino	mobile	245.89
E000567	10	153.33	29	280	1	casa_decoracao	indicacao	nao	18	Nordeste	nao	feminino	mobile	2875
E000568	4	61.06	36	263	2	infantil	paga_google	nao	34	Nordeste	nao	masculino	desktop	501.63
E000569	5	34.31	11	236	2	livros	paga_google	nao	41	Centro-Oeste	nao	masculino	desktop	85.92
E000570	28	326.13	49	31	3	casa_decoracao	parceria	nao	18	Sudeste	sim	feminino	mobile	61981.61
E000571	4	57.3	27	557	4	alimentos_bebidas	paga_google	sim	39	Sul	nao	masculino	mobile	227.86
E000572	7	105.13	12	215	4	moda	paga_facebook	sim	45	Centro-Oeste	nao	masculino	desktop	622.4
E000573	22	227.19	15	31	5	esporte	indicacao	sim	18	Nordeste	sim	feminino	mobile	10945.8
E000574	10	114.66	52	152	5	alimentos_bebidas	paga_facebook	sim	30	Centro-Oeste	nao	masculino	desktop	4309.52
E000575	9	207.74	56	215	5	eletronicos	paga_google	sim	38	Norte	nao	feminino	tablet	9400.09
E000576	9	225.4	26	547	2	esporte	paga_facebook	nao	18	Sudeste	sim	feminino	mobile	2809.49
E000577	1	61.89	15	155	1	moda	paga_facebook	nao	37	Nordeste	nao	masculino	desktop	55.52
E000578	4	115.3	29	655	1	beleza	organica	sim	31	Centro-Oeste	sim	masculino	mobile	656.35
E000579	7	61.09	23	383	4	beleza	indicacao	sim	33	Norte	nao	masculino	desktop	454.66
E000580	9	120.69	15	193	4	eletronicos	organica	sim	44	Sul	sim	feminino	desktop	2118.65
E000581	7	65.74	16	86	1	infantil	paga_google	sim	53	Centro-Oeste	nao	masculino	mobile	795.3
E000582	2	57.59	21	117	1	moda	paga_facebook	sim	41	Nordeste	sim	feminino	mobile	282.63
E000583	1	104.83	19	301	1	eletronicos	paga_facebook	nao	46	Nordeste	nao	masculino	desktop	171.39
E000584	11	237.16	13	81	5	eletronicos	organica	sim	29	Nordeste	sim	masculino	desktop	5147.87
E000585	15	189.2	120	172	1	infantil	email_marketing	nao	24	Nordeste	nao	masculino	desktop	21252.25
E000586	2	67.39	25	254	2	esporte	paga_facebook	sim	32	Sudeste	nao	feminino	mobile	274.41
E000587	12	107.19	4	90	1	beleza	organica	sim	44	Sudeste	sim	masculino	mobile	671.46
E000588	4	63.41	40	100	3	esporte	email_marketing	nao	18	Nordeste	nao	feminino	mobile	838.02
E000589	2	97.54	50	196	1	casa_decoracao	paga_facebook	nao	64	Norte	nao	masculino	tablet	750.73
E000590	3	74.55	9	215	1	alimentos_bebidas	email_marketing	nao	46	Sudeste	sim	masculino	desktop	132.05
E000591	5	42.01	18	463	3	beleza	paga_google	nao	32	Sudeste	sim	masculino	mobile	197.71
E000592	15	346.39	7	130	6	eletronicos	indicacao	sim	18	Centro-Oeste	nao	feminino	mobile	5069.73
E000593	7	148.75	82	90	1	eletronicos	indicacao	sim	32	Sudeste	nao	feminino	mobile	13022.64
E000594	1	61.31	51	301	1	alimentos_bebidas	organica	sim	48	Sul	nao	feminino	tablet	153.37
E000595	2	115.86	23	472	2	esporte	parceria	nao	22	Sudeste	nao	feminino	mobile	250.57
E000596	2	70.83	17	114	2	casa_decoracao	organica	nao	31	Norte	sim	feminino	mobile	245.5
E000597	2	32.76	22	130	1	alimentos_bebidas	organica	sim	52	Sudeste	nao	feminino	desktop	130.35
E000598	2	69.74	16	72	1	casa_decoracao	paga_facebook	sim	45	Nordeste	sim	feminino	desktop	306.65
E000599	12	183.48	37	236	3	moda	organica	sim	26	Sudeste	nao	feminino	mobile	6680.07
E000600	6	127.64	26	577	5	casa_decoracao	paga_facebook	nao	48	Sudeste	nao	feminino	desktop	1159.13
E000601	8	84.96	14	207	3	esporte	indicacao	sim	18	Norte	nao	masculino	mobile	724.82
E000602	2	130.61	49	234	2	esporte	organica	sim	42	Sudeste	sim	masculino	mobile	1360
E000603	4	107.51	7	32	4	infantil	paga_facebook	nao	35	Sudeste	nao	feminino	mobile	294.05
E000604	7	111.16	37	198	2	esporte	organica	sim	33	Sudeste	nao	masculino	mobile	2728.32
E000605	7	36.03	30	477	1	alimentos_bebidas	paga_facebook	sim	36	Nordeste	nao	masculino	tablet	287
E000606	1	81.09	35	101	1	eletronicos	email_marketing	sim	18	Sudeste	sim	feminino	mobile	552.16
E000607	6	195.65	28	32	1	infantil	organica	sim	40	Nordeste	nao	feminino	desktop	3527.34
E000608	15	167.19	38	500	6	beleza	paga_facebook	sim	48	Sudeste	sim	feminino	desktop	5472.74
E000609	3	92.74	14	97	3	esporte	organica	nao	55	Nordeste	sim	feminino	tablet	443.55
E000610	1	380.55	7	87	1	eletronicos	paga_google	sim	37	Nordeste	nao	masculino	mobile	483.65
E000611	4	76.21	43	623	2	moda	paga_facebook	nao	47	Nordeste	nao	feminino	desktop	406.93
E000612	3	66.25	14	217	1	moda	organica	nao	44	Norte	nao	masculino	tablet	190.59
E000613	10	102.54	7	141	2	beleza	paga_facebook	nao	57	Sul	nao	feminino	tablet	531.6
E000614	8	208.46	48	374	2	beleza	indicacao	sim	33	Sul	nao	feminino	mobile	4081.08
E000615	8	81.56	32	496	6	alimentos_bebidas	paga_google	sim	52	Norte	nao	feminino	tablet	616.44
E000616	1	74.86	8	240	1	eletronicos	paga_facebook	nao	24	Sudeste	nao	feminino	desktop	75.91
E000617	2	50.64	33	117	2	beleza	paga_facebook	nao	22	Sul	nao	feminino	mobile	333.01
E000618	9	349.77	2	60	2	eletronicos	email_marketing	sim	40	Centro-Oeste	sim	feminino	desktop	1348.98
E000619	5	275.92	20	210	3	eletronicos	paga_google	nao	27	Nordeste	sim	masculino	desktop	2582.81
E000620	10	68.97	69	568	6	beleza	parceria	nao	69	Sudeste	nao	masculino	tablet	1773.17
E000621	2	47.68	19	481	1	alimentos_bebidas	organica	nao	31	Sudeste	nao	feminino	mobile	57.64
E000622	4	93.66	16	97	4	esporte	indicacao	sim	43	Nordeste	nao	feminino	desktop	554.35
E000623	5	72.1	28	232	2	alimentos_bebidas	organica	nao	46	Sudeste	nao	masculino	desktop	633.4
E000624	9	238	25	87	3	casa_decoracao	organica	nao	41	Sudeste	nao	masculino	desktop	5952.72
E000625	12	112.65	13	55	7	beleza	organica	sim	32	Sudeste	sim	feminino	mobile	2261.48
E000626	4	124.33	16	72	1	livros	organica	nao	29	Nordeste	sim	feminino	mobile	475.25
E000627	7	33.24	9	46	4	alimentos_bebidas	organica	sim	55	Nordeste	nao	feminino	mobile	178.07
E000628	2	33.1	22	195	2	alimentos_bebidas	email_marketing	nao	45	Centro-Oeste	nao	masculino	tablet	79.47
E000629	18	92.72	23	448	5	alimentos_bebidas	organica	sim	36	Nordeste	sim	masculino	mobile	1455.54
E000630	4	60.26	3	90	3	alimentos_bebidas	email_marketing	nao	51	Sudeste	nao	masculino	desktop	57.71
E000631	9	76.38	46	190	4	moda	email_marketing	nao	56	Nordeste	nao	feminino	desktop	2424.03
E000632	1	67.61	24	181	1	moda	email_marketing	nao	25	Sudeste	nao	masculino	mobile	155.39
E000633	11	71.95	8	87	5	beleza	paga_facebook	sim	42	Nordeste	sim	feminino	desktop	658.35
E000634	3	102.47	38	291	2	infantil	paga_google	nao	24	Sul	nao	feminino	mobile	762.39
E000635	4	109.84	23	374	2	beleza	paga_facebook	nao	46	Nordeste	sim	masculino	tablet	421.52
E000636	1	73.69	12	256	1	esporte	email_marketing	sim	46	Nordeste	nao	masculino	desktop	74.3
E000637	8	149.86	14	109	2	beleza	email_marketing	sim	54	Sudeste	sim	feminino	desktop	2004.15
E000638	12	179.73	10	87	1	moda	paga_facebook	nao	59	Sul	sim	feminino	tablet	2278.35
E000639	11	82.3	12	72	6	eletronicos	organica	sim	31	Sul	nao	masculino	mobile	1440.5
E000640	24	123.77	46	73	8	beleza	parceria	sim	48	Sudeste	sim	masculino	mobile	13937.63
E000641	3	200.72	45	525	2	infantil	organica	sim	48	Centro-Oeste	nao	masculino	tablet	1194.11
E000642	8	190.74	47	236	5	moda	indicacao	sim	26	Sul	sim	feminino	mobile	6435.28
E000643	3	115.38	3	90	3	eletronicos	parceria	nao	43	Nordeste	sim	masculino	mobile	147.09
E000644	8	124.39	27	186	6	eletronicos	organica	nao	37	Norte	nao	feminino	desktop	2284.85
E000645	6	65.21	23	97	3	alimentos_bebidas	organica	nao	36	Sudeste	sim	masculino	mobile	789.02
E000646	3	59.42	53	543	3	livros	parceria	nao	46	Sudeste	nao	feminino	tablet	301.5
E000647	7	207.06	23	138	2	moda	parceria	sim	33	Nordeste	nao	feminino	mobile	2352.73
E000648	6	176.33	34	197	3	eletronicos	organica	nao	46	Sudeste	sim	masculino	desktop	4408.15
E000649	6	170.98	29	186	3	esporte	organica	sim	30	Sudeste	nao	feminino	mobile	3166.44
E000650	3	72.57	25	494	1	livros	organica	sim	36	Sudeste	nao	feminino	mobile	178.45
E000651	11	273.31	23	194	7	eletronicos	organica	nao	29	Sudeste	sim	masculino	mobile	8074.6
E000652	2	105.93	32	223	2	alimentos_bebidas	paga_google	nao	42	Nordeste	nao	feminino	tablet	306.09
E000653	6	51.57	26	212	1	esporte	email_marketing	nao	18	Norte	nao	masculino	mobile	599.45
E000654	1	94.11	20	242	1	livros	paga_facebook	nao	45	Sul	nao	masculino	mobile	101.33
E000655	12	117.89	30	73	5	moda	indicacao	nao	34	Norte	sim	feminino	mobile	3443.41
E000656	16	154.34	24	64	2	beleza	paga_google	sim	45	Sudeste	sim	masculino	desktop	7060.13
E000657	5	40.9	23	260	3	livros	organica	nao	44	Nordeste	nao	feminino	tablet	180.95
E000658	8	103.24	7	174	1	beleza	email_marketing	sim	46	Sudeste	sim	feminino	mobile	712.59
E000659	6	115.39	18	289	1	eletronicos	paga_google	nao	18	Sudeste	nao	masculino	mobile	1058.83
E000660	8	90.53	21	218	1	casa_decoracao	paga_facebook	sim	38	Sul	nao	feminino	mobile	1504.28
E000661	10	239.16	28	162	3	eletronicos	paga_facebook	nao	33	Sudeste	sim	masculino	desktop	8827.32
E000662	4	163.78	37	141	4	eletronicos	organica	sim	39	Sudeste	sim	feminino	desktop	3801.57
E000663	33	365.08	34	385	6	eletronicos	email_marketing	sim	43	Norte	sim	masculino	mobile	27918.64
E000664	9	171.44	11	46	1	eletronicos	organica	sim	27	Sudeste	sim	feminino	mobile	3049.95
E000665	6	61.41	22	73	4	moda	indicacao	nao	33	Sudeste	nao	feminino	mobile	800.27
E000666	12	117.63	51	665	6	moda	paga_facebook	nao	44	Norte	sim	feminino	desktop	2481.41
E000667	3	148.12	7	143	3	esporte	email_marketing	nao	35	Sudeste	sim	feminino	mobile	354.13
E000668	4	80.68	45	237	4	beleza	paga_facebook	nao	57	Centro-Oeste	sim	masculino	tablet	991.31
E000669	4	49.93	9	194	1	alimentos_bebidas	paga_facebook	nao	43	Sudeste	nao	feminino	tablet	125.58
E000670	3	87.6	24	248	1	casa_decoracao	paga_facebook	nao	18	Sul	nao	feminino	mobile	529.47
E000671	5	175	18	141	1	infantil	email_marketing	nao	55	Sudeste	sim	feminino	mobile	1706.12
E000672	6	75.38	32	642	3	moda	paga_google	sim	35	Nordeste	nao	masculino	mobile	675.53
E000673	2	57.49	1	30	2	moda	organica	nao	32	Sul	sim	masculino	mobile	71.08
E000674	13	57.58	27	105	4	alimentos_bebidas	paga_google	nao	33	Sudeste	sim	feminino	mobile	1755.88
E000675	5	50.62	18	256	1	livros	indicacao	sim	31	Sul	sim	masculino	desktop	316.52
E000676	2	60.13	31	453	2	livros	paga_facebook	sim	54	Norte	sim	masculino	tablet	116.76
E000677	4	279.86	53	218	1	eletronicos	parceria	nao	45	Sudeste	nao	feminino	tablet	6039.1
E000678	8	107.75	1	30	3	moda	email_marketing	nao	58	Sudeste	sim	masculino	desktop	166.9
E000679	33	188.53	7	117	3	casa_decoracao	paga_google	nao	50	Sudeste	sim	masculino	desktop	5576.84
E000680	8	100.99	38	178	4	eletronicos	email_marketing	sim	24	Sudeste	nao	feminino	mobile	3369.69
E000681	8	115.29	33	170	2	infantil	paga_google	sim	25	Nordeste	sim	feminino	mobile	3227.03
E000682	7	91.99	18	429	1	moda	paga_google	sim	37	Norte	sim	feminino	mobile	440.76
E000683	17	98.6	81	32	4	alimentos_bebidas	organica	sim	33	Centro-Oeste	nao	masculino	mobile	11362.44
E000684	10	162.16	17	499	2	moda	paga_google	sim	40	Sudeste	nao	masculino	mobile	1185.56
E000685	1	106.87	10	160	1	casa_decoracao	organica	sim	18	Sudeste	nao	feminino	mobile	133.99
E000686	9	80.56	18	166	5	alimentos_bebidas	paga_facebook	nao	27	Sudeste	nao	feminino	mobile	884.01
E000687	1	55.39	9	270	1	infantil	indicacao	sim	39	Sudeste	sim	feminino	desktop	50
E000688	6	122.41	11	178	3	moda	paga_facebook	nao	58	Nordeste	sim	masculino	mobile	632.88
E000689	10	55.56	29	105	2	alimentos_bebidas	paga_google	nao	38	Nordeste	nao	feminino	desktop	1041.29
E000690	11	171.72	8	73	7	moda	paga_google	sim	45	Sudeste	sim	masculino	mobile	1907.84
E000691	8	130.88	8	160	5	esporte	organica	sim	53	Sudeste	nao	feminino	desktop	845.89
E000692	7	96.9	17	208	1	beleza	paga_facebook	nao	44	Nordeste	nao	masculino	mobile	721.73
E000693	5	219.05	9	166	4	esporte	indicacao	sim	39	Nordeste	nao	feminino	mobile	873.89
E000694	4	112.43	60	330	2	casa_decoracao	organica	sim	34	Sudeste	sim	masculino	desktop	2202.26
E000695	4	82.07	26	284	1	moda	organica	sim	33	Norte	nao	masculino	tablet	572.43
E000696	2	166.85	25	523	2	beleza	paga_facebook	nao	34	Sudeste	nao	masculino	mobile	321.39
E000697	4	161.3	13	174	2	esporte	indicacao	sim	34	Sudeste	nao	masculino	mobile	760.07
E000698	6	41.37	27	135	1	alimentos_bebidas	paga_google	nao	60	Sul	nao	feminino	tablet	378.2
E000699	2	132.68	37	603	1	eletronicos	organica	sim	20	Sudeste	nao	masculino	mobile	595.03
E000700	7	68.56	30	256	4	moda	indicacao	nao	18	Sul	sim	feminino	mobile	1089.2
E000701	6	157.85	12	153	2	moda	organica	sim	26	Sudeste	sim	masculino	mobile	1254.13
E000702	8	120.67	30	81	3	esporte	organica	sim	23	Sul	sim	feminino	mobile	4683.07
E000703	12	364.14	20	510	1	eletronicos	paga_google	nao	28	Sul	sim	feminino	mobile	5125.74
E000704	15	160.61	12	46	5	alimentos_bebidas	organica	sim	48	Centro-Oeste	nao	feminino	mobile	2576.85
E000705	5	150.3	16	414	4	esporte	parceria	sim	42	Nordeste	nao	feminino	desktop	532.53
E000706	5	64.3	29	609	1	beleza	parceria	nao	18	Sudeste	sim	masculino	mobile	482.24
E000707	2	71.54	15	401	2	casa_decoracao	paga_facebook	nao	44	Norte	nao	masculino	mobile	79.09
E000708	11	308.63	19	402	1	casa_decoracao	paga_google	sim	23	Sudeste	sim	masculino	desktop	5049.38
E000709	11	224.34	32	155	3	infantil	organica	sim	27	Sudeste	nao	feminino	mobile	8564.47
E000710	11	133.62	83	192	5	eletronicos	paga_google	sim	45	Sudeste	nao	feminino	desktop	15059.96
E000711	8	75.95	32	266	2	alimentos_bebidas	indicacao	sim	60	Norte	sim	feminino	tablet	1173.99
E000712	6	89.06	12	33	3	alimentos_bebidas	email_marketing	sim	27	Centro-Oeste	sim	masculino	mobile	628.32
E000713	3	45.52	8	190	3	moda	parceria	sim	43	Sul	sim	masculino	mobile	119.12
E000714	2	92.72	56	157	2	casa_decoracao	paga_facebook	sim	50	Sudeste	nao	feminino	tablet	1080.91
E000715	3	45.97	28	463	3	moda	paga_facebook	nao	54	Sudeste	nao	feminino	desktop	177.95
E000716	7	109.94	39	46	2	moda	email_marketing	sim	52	Sudeste	sim	masculino	mobile	3975.17
E000717	4	95.93	7	210	1	alimentos_bebidas	paga_facebook	sim	61	Centro-Oeste	nao	feminino	tablet	142.91
E000718	7	141.55	8	46	5	esporte	organica	sim	48	Sul	nao	feminino	desktop	1009.14
E000719	4	143.73	35	73	1	moda	organica	nao	64	Sudeste	sim	masculino	desktop	2379.67
E000720	7	41.85	6	117	1	livros	organica	nao	64	Nordeste	sim	feminino	tablet	112.1
E000721	8	197.57	4	109	3	eletronicos	paga_facebook	sim	35	Sudeste	sim	masculino	desktop	1132.59
E000722	5	54.47	30	468	3	beleza	email_marketing	sim	25	Sudeste	sim	feminino	mobile	445.36
E000723	1	106.79	13	183	1	esporte	indicacao	sim	58	Sudeste	nao	feminino	desktop	124.06
E000724	4	274.98	7	210	4	eletronicos	organica	nao	43	Nordeste	nao	masculino	desktop	540.68
E000725	2	124.54	11	270	1	esporte	paga_facebook	nao	55	Nordeste	nao	masculino	tablet	185.38
E000726	6	75.77	45	222	3	alimentos_bebidas	paga_google	sim	19	Norte	sim	feminino	desktop	1149.24
E000727	1	31.43	31	160	1	livros	organica	sim	47	Centro-Oeste	nao	feminino	desktop	78.13
E000728	3	54.51	44	282	1	esporte	email_marketing	nao	47	Nordeste	nao	feminino	mobile	426.83
E000729	4	32.62	17	149	3	alimentos_bebidas	paga_facebook	nao	49	Norte	sim	masculino	tablet	163.42
E000730	6	151.95	37	141	3	infantil	parceria	sim	36	Sudeste	nao	feminino	desktop	3382.96
E000731	9	98.28	27	109	5	casa_decoracao	paga_google	nao	38	Sul	nao	masculino	desktop	2499.6
E000732	2	51.38	10	87	1	alimentos_bebidas	email_marketing	nao	47	Sudeste	sim	feminino	tablet	103.25
E000733	10	174.56	22	149	2	beleza	organica	nao	53	Sudeste	sim	masculino	tablet	3653.57
E000734	2	82.38	15	141	1	moda	email_marketing	sim	41	Sudeste	sim	feminino	mobile	216.72
E000735	8	110.68	34	82	3	esporte	email_marketing	sim	58	Nordeste	nao	masculino	tablet	3564.62
E000736	9	141.28	29	73	4	moda	organica	sim	31	Nordeste	nao	feminino	mobile	3830.59
E000737	8	199.77	29	117	1	esporte	organica	nao	39	Sul	nao	feminino	mobile	4371.18
E000738	6	34.93	10	141	6	alimentos_bebidas	organica	sim	40	Nordeste	nao	feminino	desktop	138.1
E000739	6	63.13	39	202	1	livros	organica	nao	43	Sul	nao	masculino	mobile	839.9
E000740	5	82.1	25	178	3	esporte	paga_google	nao	28	Sudeste	sim	feminino	mobile	932.51
E000741	4	37.09	7	210	1	livros	indicacao	nao	54	Sudeste	nao	feminino	tablet	50
E000742	6	92.9	11	290	4	esporte	indicacao	sim	24	Nordeste	sim	feminino	desktop	504.06
E000743	3	92.78	7	204	2	alimentos_bebidas	paga_facebook	nao	50	Sudeste	nao	feminino	desktop	142.98
E000744	7	80.63	12	222	1	beleza	indicacao	sim	43	Sudeste	sim	feminino	desktop	596.08
E000745	5	128.44	30	242	3	alimentos_bebidas	organica	sim	31	Sudeste	sim	masculino	mobile	1176.03
E000746	5	153.65	9	121	3	moda	organica	sim	43	Nordeste	nao	feminino	mobile	618.57
E000747	9	125.13	36	673	1	livros	indicacao	nao	41	Centro-Oeste	nao	feminino	desktop	1104.96
E000748	4	72.26	45	380	1	alimentos_bebidas	indicacao	nao	48	Sul	sim	masculino	tablet	493.89
E000749	8	223.27	20	135	2	moda	organica	sim	37	Sul	nao	masculino	mobile	3157.16
E000750	4	77.14	31	573	2	alimentos_bebidas	organica	nao	38	Centro-Oeste	sim	feminino	mobile	351.7
E000751	7	134.48	22	105	4	casa_decoracao	organica	nao	25	Nordeste	nao	feminino	mobile	2102.05
E000752	5	54.22	28	181	3	livros	paga_facebook	sim	37	Norte	sim	feminino	desktop	469.22
E000753	13	117.41	8	202	6	eletronicos	organica	sim	20	Sul	sim	feminino	desktop	1666.24
E000754	5	114.66	47	172	5	infantil	email_marketing	nao	24	Sudeste	nao	feminino	mobile	1950.5
E000755	9	96.97	38	97	3	esporte	organica	sim	33	Sudeste	nao	feminino	mobile	3561.76
E000756	7	78.49	21	141	1	alimentos_bebidas	organica	nao	31	Sudeste	sim	feminino	mobile	967.54
E000757	3	110.6	21	439	3	moda	paga_facebook	nao	43	Centro-Oeste	nao	masculino	mobile	268.51
E000758	3	58.1	21	64	1	moda	organica	nao	52	Sudeste	nao	feminino	mobile	290.22
E000759	7	117.59	10	214	2	eletronicos	organica	sim	19	Nordeste	sim	feminino	mobile	1133.22
E000760	4	83.36	15	90	4	moda	organica	nao	44	Sul	nao	feminino	desktop	481.85
E000761	15	138.31	12	56	2	alimentos_bebidas	email_marketing	sim	32	Centro-Oeste	sim	masculino	mobile	2694.17
E000762	17	142.62	10	64	5	infantil	paga_facebook	sim	26	Sudeste	sim	masculino	mobile	2942.21
E000763	7	98.37	15	191	3	infantil	paga_facebook	nao	27	Sudeste	nao	feminino	mobile	817.78
E000764	4	63.84	39	624	1	beleza	paga_google	sim	38	Centro-Oeste	nao	masculino	desktop	393.47
E000765	2	72.35	10	219	1	casa_decoracao	organica	nao	63	Nordeste	nao	feminino	tablet	152.2
E000766	3	36.28	24	64	1	alimentos_bebidas	paga_google	sim	21	Nordeste	sim	feminino	mobile	216.57
E000767	3	92.9	17	240	2	eletronicos	parceria	sim	32	Nordeste	nao	feminino	desktop	447.25
E000768	7	80.79	16	206	1	esporte	organica	sim	32	Sudeste	nao	masculino	desktop	910.69
